,1_star_count,2_star_count,3_star_count,4_star_count,5_star_count,Fri,Mon,Sat,Sun,Thu,Tue,Wed,category,city,claimed_status,health_rating,moreInfoVal,moreInfoVar,name,price_range,rating,ratings,reviews,street
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,No,Takes Reservations,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,No,Delivery,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,No,Take-out,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Yes,Accepts Credit Cards,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Yes,Bike Parking,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Yes,Good for Kids,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Yes,Good for Groups,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Casual,Attire,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Quiet,Noise Level,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Beer & Wine Only,Alcohol,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Yes,Good For Happy Hour,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Yes,Outdoor Seating,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,Free,Wi-Fi,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,12,11,12,9,19,12:00 pm - 10:00 pm,Closed,11:00 am - 10:00 pm,12:00 pm - 8:00 pm,3:00 pm - 9:00 pm,"3:00 pm - 9:00 pm
        
                Closed now",3:00 pm - 9:00 pm,"Breweries,American (Traditional)",Colorado Springs,Claimed,,No,Has TV,Whistle Pig Brewing Company,$11-30,,3.0,63 reviews,1840 Dominion Way
,,,,,,,,,,,,,,Longmont,,,NA,NA,Wibby Brewing,,NA,,NA,209 Emery St
,0,2,1,14,52,3:00 pm - 9:00 pm,Closed,1:00 pm - 9:00 pm,1:00 pm - 6:00 pm,4:00 pm - 9:00 pm,"4:00 pm - 9:00 pm
        
                Closed now",4:00 pm - 9:00 pm,Breweries,Boulder,Claimed,,No,Take-out,Wild Woods Brewery,Inexpensive,,4.5,69 reviews,5460 Conestoga Ct
,0,2,1,14,52,3:00 pm - 9:00 pm,Closed,1:00 pm - 9:00 pm,1:00 pm - 6:00 pm,4:00 pm - 9:00 pm,"4:00 pm - 9:00 pm
        
                Closed now",4:00 pm - 9:00 pm,Breweries,Boulder,Claimed,,Yes,Accepts Credit Cards,Wild Woods Brewery,Inexpensive,,4.5,69 reviews,5460 Conestoga Ct
,0,2,1,14,52,3:00 pm - 9:00 pm,Closed,1:00 pm - 9:00 pm,1:00 pm - 6:00 pm,4:00 pm - 9:00 pm,"4:00 pm - 9:00 pm
        
                Closed now",4:00 pm - 9:00 pm,Breweries,Boulder,Claimed,,Private Lot,Parking,Wild Woods Brewery,Inexpensive,,4.5,69 reviews,5460 Conestoga Ct
,0,2,1,14,52,3:00 pm - 9:00 pm,Closed,1:00 pm - 9:00 pm,1:00 pm - 6:00 pm,4:00 pm - 9:00 pm,"4:00 pm - 9:00 pm
        
                Closed now",4:00 pm - 9:00 pm,Breweries,Boulder,Claimed,,Yes,Bike Parking,Wild Woods Brewery,Inexpensive,,4.5,69 reviews,5460 Conestoga Ct
,0,2,1,14,52,3:00 pm - 9:00 pm,Closed,1:00 pm - 9:00 pm,1:00 pm - 6:00 pm,4:00 pm - 9:00 pm,"4:00 pm - 9:00 pm
        
                Closed now",4:00 pm - 9:00 pm,Breweries,Boulder,Claimed,,No,Caters,Wild Woods Brewery,Inexpensive,,4.5,69 reviews,5460 Conestoga Ct
,0,2,1,14,52,3:00 pm - 9:00 pm,Closed,1:00 pm - 9:00 pm,1:00 pm - 6:00 pm,4:00 pm - 9:00 pm,"4:00 pm - 9:00 pm
        
                Closed now",4:00 pm - 9:00 pm,Breweries,Boulder,Claimed,,Yes,Gender Neutral Restrooms,Wild Woods Brewery,Inexpensive,,4.5,69 reviews,5460 Conestoga Ct
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,No,Take-out,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,Yes,Accepts Credit Cards,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,No,Accepts Apple Pay,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,Private Lot,Parking,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,Yes,Bike Parking,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,Yes,Wheelchair Accessible,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,Average,Noise Level,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,Yes,Good For Happy Hour,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,Yes,Dogs Allowed,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,18,16,27,36,57,11:00 am - 11:00 pm,3:00 pm - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 9:00 pm,11:00 am - 10:00 pm,"3:00 pm - 10:00 pm
        
                Closed now",3:00 pm - 10:00 pm,Breweries,Broomfield,Claimed,,No,Caters,Wonderland Brewing Co.,Moderate,,3.5,154 reviews,5450 W 120th Ave
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,Yes,Take-out,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,Yes,Accepts Credit Cards,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,No,Accepts Apple Pay,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,Street,Parking,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,Yes,Bike Parking,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,Yes,Wheelchair Accessible,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,No,Good for Kids,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,Average,Noise Level,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,Yes,Good For Happy Hour,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,Yes,Dogs Allowed,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,2,1,5,18,62,12:00 pm - 11:00 pm,2:00 pm - 10:00 pm,12:00 pm - 11:00 pm,12:00 pm - 9:00 pm,2:00 pm - 10:00 pm,"2:00 pm - 10:00 pm
        
                Closed now",2:00 pm - 10:00 pm,Brewpubs,Denver,Claimed,,No,Caters,Woods Boss Brewing Company,Inexpensive,,4.5,88 reviews,2210 California St
,,,,,,,,,,,,,,Denver,,,NA,NA,Wynkoop Brewing Co,,NA,,NA,1634 18th St
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,No,Take-out,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,Yes,Accepts Credit Cards,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,No,Accepts Apple Pay,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,No,Accepts Google Pay,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,No,Accepts Cryptocurrency,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,"Street, Private Lot",Parking,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,Yes,Bike Parking,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,Yes,Wheelchair Accessible,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,Average,Noise Level,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,No,Good For Happy Hour,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,Yes,Dogs Allowed,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,4,1,5,22,50,12:00 pm - 12:00 am,3:00 pm - 10:00 pm,12:00 pm - 12:00 am,12:00 pm - 9:00 pm,Closed,Closed,Closed,Breweries,Denver,Claimed,,No,Caters,Zuni Street Brewing Company,Inexpensive,,4.5,82 reviews,2355 W 29th Ave
,0,0,0,1,1,,,,,,,,Breweries,East Haven,,,Yes,Take-out,Armada Brewing,,,4.5,2 reviews,250 Bradley Street
,0,0,0,1,1,,,,,,,,Breweries,East Haven,,,No,Bike Parking,Armada Brewing,,,4.5,2 reviews,250 Bradley Street
,,,,,,,,,,,,,,Bridgeport,,,NA,NA,Aspetuck Brew Lab,,NA,,NA,3389 Fairfield Avenue
,,,,,,,,,,,,,,Derby,,,NA,NA,BADSONS Beer Co,,NA,,NA,251 Roosevelt Dr
,0,0,1,1,19,3:00 pm - 8:00 pm,5:00 pm - 8:00 pm,3:00 pm - 8:00 pm,1:00 pm - 5:00 pm,5:00 pm - 8:00 pm,Closed,Closed,Breweries,Danielson,Claimed,,No,Take-out,Black Pond Brews,Inexpensive,,5.0,21 reviews,21A Furnace St
,0,0,1,1,19,3:00 pm - 8:00 pm,5:00 pm - 8:00 pm,3:00 pm - 8:00 pm,1:00 pm - 5:00 pm,5:00 pm - 8:00 pm,Closed,Closed,Breweries,Danielson,Claimed,,Yes,Accepts Credit Cards,Black Pond Brews,Inexpensive,,5.0,21 reviews,21A Furnace St
,0,0,1,1,19,3:00 pm - 8:00 pm,5:00 pm - 8:00 pm,3:00 pm - 8:00 pm,1:00 pm - 5:00 pm,5:00 pm - 8:00 pm,Closed,Closed,Breweries,Danielson,Claimed,,Yes,Accepts Apple Pay,Black Pond Brews,Inexpensive,,5.0,21 reviews,21A Furnace St
,0,0,1,1,19,3:00 pm - 8:00 pm,5:00 pm - 8:00 pm,3:00 pm - 8:00 pm,1:00 pm - 5:00 pm,5:00 pm - 8:00 pm,Closed,Closed,Breweries,Danielson,Claimed,,No,Accepts Google Pay,Black Pond Brews,Inexpensive,,5.0,21 reviews,21A Furnace St
,0,0,1,1,19,3:00 pm - 8:00 pm,5:00 pm - 8:00 pm,3:00 pm - 8:00 pm,1:00 pm - 5:00 pm,5:00 pm - 8:00 pm,Closed,Closed,Breweries,Danielson,Claimed,,Private Lot,Parking,Black Pond Brews,Inexpensive,,5.0,21 reviews,21A Furnace St
,0,0,1,1,19,3:00 pm - 8:00 pm,5:00 pm - 8:00 pm,3:00 pm - 8:00 pm,1:00 pm - 5:00 pm,5:00 pm - 8:00 pm,Closed,Closed,Breweries,Danielson,Claimed,,Yes,Bike Parking,Black Pond Brews,Inexpensive,,5.0,21 reviews,21A Furnace St
,0,0,1,1,19,3:00 pm - 8:00 pm,5:00 pm - 8:00 pm,3:00 pm - 8:00 pm,1:00 pm - 5:00 pm,5:00 pm - 8:00 pm,Closed,Closed,Breweries,Danielson,Claimed,,Yes,Wheelchair Accessible,Black Pond Brews,Inexpensive,,5.0,21 reviews,21A Furnace St
,0,0,1,1,19,3:00 pm - 8:00 pm,5:00 pm - 8:00 pm,3:00 pm - 8:00 pm,1:00 pm - 5:00 pm,5:00 pm - 8:00 pm,Closed,Closed,Breweries,Danielson,Claimed,,No,Caters,Black Pond Brews,Inexpensive,,5.0,21 reviews,21A Furnace St
,,,,,,,,,,,,,,Wethersfield,,,NA,NA,Boondoggle Brewing,,NA,,NA,553 Maple St
,,,,,,,,,,,,,,Bristol,,,NA,NA,Brewery in Planning - Bristol,,NA,,NA,
,,,,,,,,,,,,,,Mistic,,,NA,NA,Brewery In Planning - CT,,NA,,NA,
,,,,,,,,,,,,,,New Hartford,,,NA,NA,Brewery Legitimus,,NA,,NA,283 Main St
,,,,,,,,,,,,,,South Glastonbury,,,NA,NA,Broad Leaf Farm Brewery,,NA,,NA,
,2,5,8,13,15,5:00 pm - 12:00 am,Closed,10:30 am - 12:00 am,1:00 pm - 8:00 pm,5:00 pm - 10:00 pm,"5:00 pm - 10:00 pm
        
                Closed now",5:00 pm - 10:00 pm,Breweries,Wallingford,Claimed,,No,Take-out,Center Street Brewing Company,Inexpensive,,4.0,43 reviews,
